,Borough,number.of.energy.meters.cat,multifamily_pop_type,Metered.Areas.Energy,Property.Type,estimated_gas_usage,Occupancy100,estimated_electricity_usage,subsidized_housing,multifamily_cooled_area,energy_score,building_age,multifamily_heated_area,Latitude,green_electricity_percent,Longitude,energy_use,property_gfa,multifamily_gfa
5666,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,55.0,11.0,100.0,40.795969,0.0,-73.932477,68.0,37429.0,37429.0
5667,BROOKLYN,10,,Whole Property,Multifamily Housing,No,True,No,,90.0,65.0,59.0,100.0,40.60422,0.0,-73.976062,84.9,81888.0,81888.0
5668,,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,87.0,44.0,100.0,,0.0,,62.3,103551.0,103551.0
5669,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,,100.0,,61.0,100.0,40.768529,0.0,-73.981588,,618334.0,364000.0
5670,QUEENS,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,74.0,100.0,40.731428,0.0,-73.856486,,123906.0,123906.0
5671,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,No,No,0.0,100.0,56.0,90.0,40.711387,0.0,-73.988356,23.6,108552.0,108552.0
5672,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,24.0,70.0,90.0,40.788359,0.0,-73.950862,104.8,525668.0,525668.0
5673,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,No,No,0.0,100.0,63.0,90.0,40.788359,,-73.950862,2.0,3094106.0,3094106.0
5674,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,21.0,63.0,90.0,40.657787,0.0,-73.887525,112.7,1640631.0,1640631.0
5675,BROOKLYN,20,,Whole Property,Multifamily Housing,No,True,No,,100.0,,40.0,90.0,40.668843,,-73.898731,,253750.0,253750.0
5676,BRONX,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,25.0,102.0,100.0,40.852966,0.0,-73.905756,88.4,32400.0,32400.0
5677,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,47.0,14.0,100.0,40.796754,0.0,-73.970727,88.9,184475.0,169233.0
5678,BRONX,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,100.0,59.0,90.0,40.803901,0.0,-73.91573,27.4,129600.0,129600.0
5679,BROOKLYN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,48.0,80.0,90.0,40.657592,0.0,-73.954469,86.7,66920.0,66920.0
5680,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,Yes,70.0,76.0,61.0,90.0,40.59384,0.0,-73.957339,80.0,61600.0,61600.0
5681,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,Yes,70.0,66.0,70.0,90.0,40.744299,0.0,-73.887227,81.6,148956.0,148956.0
5682,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,Yes,70.0,66.0,93.0,90.0,40.703544,0.0,-73.835768,92.7,55600.0,55600.0
5683,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,46.0,31.0,100.0,40.797811,0.0,-73.948558,81.6,123007.0,93245.0
5684,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,46.0,95.0,100.0,40.633546,0.0,-73.951797,100.1,47294.0,47294.0
5685,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,Yes,True,Yes,No,100.0,76.0,94.0,100.0,40.779876,0.0,-73.982553,76.4,110504.0,106439.0
5686,BROOKLYN,20,,Whole Property,Multifamily Housing,No,True,No,,100.0,64.0,82.0,90.0,40.675027,0.0,-74.00173,72.2,2397300.0,2397300.0
5687,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,80.0,42.0,94.0,90.0,40.579679,0.0,-73.956235,132.3,31000.0,31000.0
5688,BROOKLYN,15,,Whole Property,Multifamily Housing,No,True,No,,100.0,1.0,66.0,90.0,40.676216,0.0,-74.008818,517.3,331110.0,331110.0
5689,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,No,No,0.0,100.0,62.0,90.0,40.725076,,-73.975009,15.0,5207812.0,5207812.0
5690,BROOKLYN,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,100.0,57.0,90.0,40.693254,0.0,-73.940074,24.6,749000.0,749000.0
5691,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,96.0,111.0,100.0,40.738307,0.0,-73.985598,59.6,77000.0,77000.0
5692,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,30.0,18.0,100.0,40.752149,0.0,-73.859484,89.9,91000.0,91000.0
5693,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,72.0,91.0,100.0,40.851407,0.0,-73.938081,82.7,56000.0,56000.0
5694,BRONX,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,Yes,90.0,71.0,14.0,100.0,40.848319,0.0,-73.895331,70.9,104278.0,104278.0
5695,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,24.0,93.0,100.0,40.849999,0.0,-73.868754,119.8,63540.0,63540.0
5696,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,87.0,79.0,100.0,40.856966,0.0,-73.935093,69.3,79039.0,79039.0
5697,BRONX,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,25.0,68.0,90.0,40.818411,0.0,-73.824143,101.5,1284280.0,1284280.0
5698,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,,0.0,69.0,5.0,0.0,40.802361,0.0,-73.954557,47.9,124458.0,124458.0
5699,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,,0.0,95.0,5.0,0.0,40.802194,0.0,-73.954153,27.4,125478.0,125478.0
5700,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,No,100.0,42.0,111.0,100.0,40.745112,0.0,-73.994919,74.2,643668.0,564683.0
5701,,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,83.0,100.0,,0.0,,,66019.0,66019.0
5702,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,50.0,81.0,90.0,40.712545,0.0,-73.983775,91.0,1190112.0,1190112.0
5703,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,No,0.0,100.0,81.0,90.0,40.712545,0.0,-73.983775,55.9,1391256.0,1391256.0
5704,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,69.0,65.0,100.0,40.737011,0.0,-73.984646,76.8,170000.0,147750.0
5705,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,44.0,64.0,90.0,40.786135,0.0,-73.948625,99.5,1404388.0,1404388.0
5706,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,43.0,94.0,100.0,40.890876,0.0,-73.855389,95.2,57172.0,57172.0
5707,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,No,100.0,76.0,95.0,100.0,40.813858,0.0,-73.951118,77.8,78680.0,78680.0
5708,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,No,100.0,89.0,101.0,100.0,40.843219,0.0,-73.941797,79.1,64337.0,64337.0
5709,MANHATTAN,20,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,,46.0,100.0,40.739871,,-73.979431,,968116.0,827064.0
5710,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,27.0,51.0,90.0,40.66482,0.0,-73.902724,109.9,276300.0,276300.0
5711,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,121.0,100.0,40.709823,0.0,-74.008119,74.3,80123.0,67676.0
5712,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,68.0,58.0,100.0,40.764338,0.0,-73.823326,81.2,67200.0,62350.0
5713,BRONX,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,100.0,41.0,100.0,40.859758,0.0,-73.908086,20.5,46980.0,46980.0
5714,BRONX,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,Yes,0.0,6.0,46.0,100.0,40.852801,0.0,-73.881834,99.0,126432.0,123232.0
5715,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,Yes,No,60.0,,81.0,80.0,40.842082,0.0,-73.856663,61.3,199181.0,195681.0
5716,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,No,100.0,89.0,96.0,100.0,40.86822,0.0,-73.918241,74.5,74362.0,61018.0
5717,MANHATTAN,15,,Whole Property,Multifamily Housing,No,True,No,No,50.0,,108.0,90.0,40.854992,0.0,-73.929825,179.8,63317.0,59048.0
5718,BRONX,15,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,60.0,95.0,81.0,80.0,40.841447,0.0,-73.862237,51.5,246436.0,246436.0
5719,QUEENS,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,57.0,100.0,40.736744,0.0,-73.867779,,114907.0,114907.0
5720,QUEENS,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,79.0,90.0,100.0,40.743002,0.0,-73.925381,89.8,51108.0,51108.0
5721,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,No,50.0,,106.0,90.0,40.824757,0.0,-73.952439,93.7,49315.0,48315.0
5722,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,No,100.0,58.0,90.0,100.0,40.635296,0.0,-74.029177,77.8,72000.0,72000.0
5723,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,No,50.0,92.0,82.0,90.0,40.843613,0.0,-73.94013,61.4,41263.0,41263.0
5724,BROOKLYN,5,Dedicated Senior/Independent Living,Whole Property,Multifamily Housing,No,True,No,No,10.0,61.0,25.0,90.0,40.637967,0.0,-74.003383,86.1,79982.0,79982.0
5725,BRONX,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,45.0,61.0,100.0,40.888702,0.0,-73.915623,81.9,163068.0,163068.0
5726,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,Yes,70.0,33.0,61.0,80.0,40.599708,0.0,-73.994706,115.3,52542.0,52542.0
5727,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,80.0,100.0,40.7284,0.0,-73.860353,,74900.0,74900.0
5728,BROOKLYN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,85.0,89.0,100.0,40.687261,0.0,-73.974093,73.8,134500.0,126940.0
5729,BRONX,15,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,,94.0,90.0,40.859594,0.0,-73.895097,101.3,135000.0,130000.0
5730,QUEENS,25+,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,74.0,78.0,100.0,40.746409,0.0,-73.918986,76.6,267500.0,267500.0
5731,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,59.0,100.0,40.61525,0.0,-74.031592,,80918.0,80918.0
5732,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,10.0,61.0,94.0,90.0,40.657299,0.0,-73.91997,69.6,34450.0,34450.0
5733,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,91.0,105.0,100.0,40.776379,0.0,-73.980409,57.8,66917.0,66917.0
5734,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,70.0,97.0,90.0,40.665519,0.0,-73.93657,60.6,44910.0,44910.0
5735,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,80.0,98.0,98.0,100.0,40.782432,0.0,-73.954585,48.4,55061.0,55061.0
5736,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,Yes,0.0,78.0,39.0,100.0,40.721488,0.0,-73.995115,65.7,187875.0,182635.0
5737,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,100.0,84.0,100.0,40.870941,0.0,-73.879155,19.2,59064.0,59064.0
5738,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,66.0,60.0,100.0,40.734676,0.0,-74.009483,69.9,60000.0,60000.0
5739,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,Yes,True,No,No,100.0,84.0,2.0,100.0,40.820725,0.0,-73.922339,65.3,121903.0,117303.0
5740,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,No,90.0,90.0,74.0,90.0,40.7313,0.0,-73.855136,66.3,133700.0,120000.0
5741,BRONX,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,100.0,57.0,100.0,40.828409,0.0,-73.8552,19.0,80122.0,80122.0
5742,BROOKLYN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,60.0,98.0,100.0,40.694458,0.0,-73.998327,73.1,143418.0,143418.0
5743,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,,True,No,,100.0,99.0,22.0,100.0,40.769551,0.0,-73.954071,20.2,27323.0,27323.0
5744,QUEENS,10,,Whole Property,Multifamily Housing,No,True,No,No,0.0,70.0,52.0,100.0,40.736079,0.0,-73.876629,89.1,127140.0,127140.0
5745,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,No,0.0,56.0,52.0,100.0,40.737176,0.0,-73.875616,106.7,107010.0,107010.0
5746,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,2.0,92.0,100.0,40.617006,0.0,-73.95692,111.8,44100.0,44100.0
5747,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,No,,0.0,94.0,121.0,0.0,40.793421,0.0,-73.96884,56.8,102000.0,102000.0
5748,BROOKLYN,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,34.0,96.0,100.0,40.638453,0.0,-73.992127,88.2,84000.0,84000.0
5749,BROOKLYN,10,,Whole Property,Multifamily Housing,No,True,No,No,90.0,70.0,57.0,100.0,40.579782,0.0,-73.970866,75.0,1738656.0,1738656.0
5750,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,87.0,82.0,100.0,40.853717,0.0,-73.936018,86.8,55776.0,55776.0
5751,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,Yes,90.0,18.0,46.0,100.0,40.596343,0.0,-73.764724,110.3,449000.0,449000.0
5752,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,61.0,83.0,100.0,40.630326,0.0,-74.026231,87.2,49434.0,49434.0
5753,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,32.0,100.0,40.797706,0.0,-73.948608,89.1,112317.0,86850.0
5754,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,71.0,67.0,100.0,40.599458,0.0,-73.996381,69.3,69862.0,69862.0
5755,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,2.0,63.0,100.0,40.762434,0.0,-73.962822,115.0,120328.0,108828.0
5756,MANHATTAN,15,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,99.0,115.0,100.0,40.749017,0.0,-73.972383,40.9,128798.0,128798.0
5757,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,96.0,96.0,100.0,40.781542,0.0,-73.983206,55.8,85836.0,85836.0
5758,BROOKLYN,5,Dedicated Senior/Independent Living,Whole Property,Multifamily Housing,No,True,No,No,80.0,64.0,21.0,80.0,40.607524,0.0,-73.916003,32.6,143425.0,143425.0
5759,BROOKLYN,5,Dedicated Senior/Independent Living,Whole Property,Multifamily Housing,No,True,No,No,80.0,4.0,22.0,80.0,40.58374,0.0,-73.946044,98.7,91045.0,81745.0
5760,QUEENS,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,98.0,71.0,100.0,40.747477,0.0,-73.878506,45.2,217000.0,203000.0
5761,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,67.0,94.0,100.0,40.768391,0.0,-73.957368,74.9,89814.0,89814.0
5762,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,46.0,60.0,90.0,40.767988,0.0,-73.96048,85.3,83220.0,83220.0
5763,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,69.0,61.0,100.0,40.639036,0.0,-73.966844,76.0,153414.0,153414.0
5764,BROOKLYN,10,,Whole Property,Multifamily Housing,No,True,No,,50.0,48.0,60.0,100.0,40.60411,0.0,-73.942596,88.8,186267.0,186267.0
5765,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,80.0,95.0,92.0,100.0,40.773025,0.0,-73.954289,49.7,129350.0,129350.0
5766,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,No,0.0,90.0,58.0,100.0,40.580259,0.0,-73.828295,60.0,293677.0,293677.0
5767,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,3.0,57.0,100.0,40.579777,0.0,-73.970923,165.5,623800.0,623800.0
5768,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,79.0,97.0,90.0,40.66785,0.0,-73.958034,66.7,35824.0,35824.0
5769,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,57.0,90.0,90.0,40.652075,0.0,-73.963255,73.8,40525.0,40525.0
5770,,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,72.0,69.0,100.0,,0.0,,87.6,143291.0,127416.0
5771,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,Yes,,100.0,9.0,21.0,100.0,40.74341,0.0,-73.991927,106.4,298911.0,269610.0
5772,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,82.0,107.0,100.0,40.787848,0.0,-73.973331,66.7,59408.0,59408.0
5773,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,Yes,100.0,47.0,5.0,100.0,40.735863,0.0,-73.959276,75.6,85237.0,85237.0
5774,BRONX,5,Dedicated Senior/Independent Living,Whole Property,Multifamily Housing,No,True,No,Yes,100.0,100.0,5.0,100.0,40.904171,0.0,-73.896408,36.4,74516.0,74516.0
5775,BRONX,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,57.0,67.0,90.0,40.836093,0.0,-73.865215,86.6,216000.0,216000.0
5776,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,75.0,96.0,100.0,40.757789,0.0,-73.875361,89.5,26676.0,26676.0
5777,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,44.0,96.0,100.0,40.757643,0.0,-73.875333,114.2,26676.0,26676.0
5778,BRONX,5,,Whole Property,Multifamily Housing,No,True,No,No,0.0,100.0,67.0,90.0,40.822381,,-73.868057,2.4,1538500.0,1538500.0
5779,MANHATTAN,5,,Whole Property,Multifamily Housing,,True,No,,100.0,100.0,56.0,90.0,40.795701,0.0,-73.965437,19.1,1393098.0,1393098.0
5780,MANHATTAN,5,Other dedicated housing,Whole Property,Multifamily Housing,No,True,No,No,90.0,78.0,14.0,100.0,40.798958,0.0,-73.938328,56.6,81298.0,76941.0
5781,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,71.0,92.0,100.0,40.748773,0.0,-73.971766,72.5,110934.0,110934.0
5782,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,36.0,92.0,100.0,40.827243,0.0,-73.874057,96.4,48208.0,48208.0
5783,QUEENS,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,14.0,100.0,40.706458,0.0,-73.802069,,49433.0,44828.0
5784,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,No,0.0,51.0,121.0,100.0,40.837586,0.0,-73.945488,85.0,63098.0,63098.0
5785,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,75.0,113.0,100.0,40.709241,0.0,-74.008,38.9,86883.0,82433.0
5786,BRONX,10,,Whole Property,Multifamily Housing,No,True,No,,90.0,71.0,94.0,100.0,40.854897,0.0,-73.828128,72.6,70200.0,70200.0
5787,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,96.0,5.0,100.0,40.656348,0.0,-73.87567,48.4,193294.0,182259.0
5788,BROOKLYN,10,,Whole Property,Multifamily Housing,,True,No,,100.0,93.0,77.0,100.0,40.692793,0.0,-73.968735,27.1,76200.0,66674.0
5789,BROOKLYN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,95.0,92.0,100.0,40.614105,0.0,-73.980255,56.5,59760.0,59760.0
5790,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,0.0,91.0,85.0,100.0,40.657335,0.0,-73.958657,78.8,65984.0,65984.0
5791,BRONX,5,Other dedicated housing,Whole Property,Multifamily Housing,No,True,No,Yes,60.0,21.0,49.0,100.0,40.840598,0.0,-73.881354,95.8,92400.0,92400.0
5792,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,49.0,99.0,100.0,40.867735,0.0,-73.895778,95.3,35770.0,35770.0
5793,BRONX,25+,,Whole Property,Multifamily Housing,No,True,No,,100.0,77.0,111.0,100.0,40.85267,0.0,-73.86486,67.5,174400.0,174400.0
5794,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,57.0,18.0,100.0,40.787598,0.0,-73.943196,86.0,319504.0,217466.0
5795,BRONX,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,90.0,63.0,100.0,40.829613,24.73157,-73.918321,62.7,91809.0,80009.0
5796,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,83.0,64.0,100.0,40.765965,0.0,-73.822621,71.6,129650.0,129650.0
5797,BRONX,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,62.0,92.0,100.0,40.827554,0.0,-73.877969,106.7,69785.0,69785.0
5798,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,3.0,31.0,100.0,40.784111,0.0,-73.952775,115.3,51399.0,43060.0
5799,QUEENS,25+,,Whole Property,Multifamily Housing,No,True,No,No,100.0,1.0,74.0,100.0,40.739623,0.0,-73.783859,202.1,1228778.0,1228778.0
5800,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,63.0,19.0,90.0,40.79053,0.0,-73.944284,77.9,52250.0,52250.0
5801,BRONX,20,,Whole Property,Multifamily Housing,No,True,No,,100.0,34.0,101.0,90.0,40.863534,0.0,-73.894248,99.7,57754.0,57754.0
5802,QUEENS,10,,Whole Property,Multifamily Housing,No,True,No,No,100.0,32.0,71.0,100.0,40.736287,0.0,-73.780359,46.8,205744.0,205744.0
5803,QUEENS,25+,,Whole Property,Multifamily Housing,No,True,No,No,100.0,14.0,71.0,100.0,40.783324,0.0,-73.916081,127.9,124710.0,124710.0
5804,MANHATTAN,15,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,100.0,83.0,0.0,40.741975,0.0,-73.996384,16.8,62157.0,55157.0
5805,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,98.0,100.0,40.869998,0.0,-73.89119,58.3,88187.0,87737.0
5806,BRONX,10,,Whole Property,Multifamily Housing,No,True,No,No,0.0,46.0,93.0,100.0,40.88308,0.0,-73.897823,94.9,115428.0,115428.0
5807,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,79.0,81.0,100.0,40.669625,0.0,-73.972668,73.5,60744.0,60744.0
5808,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,81.0,100.0,40.746696,0.0,-73.882239,,58363.0,58363.0
5809,QUEENS,15,,Whole Property,Multifamily Housing,No,True,No,No,90.0,7.0,86.0,100.0,40.744832,0.0,-73.920251,154.1,73088.0,71100.0
5810,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,89.0,104.0,100.0,40.774759,0.0,-73.958443,76.0,111251.0,111251.0
5811,BROOKLYN,,No specific resident population,Whole Property,Multifamily Housing,,True,No,No,0.0,96.0,32.0,100.0,40.639092,0.0,-73.881532,25.2,172174.0,172174.0
5812,QUEENS,5,,Whole Property,Multifamily Housing,,True,No,,0.0,49.0,80.0,100.0,40.743416,0.0,-73.876644,90.2,59000.0,59000.0
5813,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,62.0,98.0,100.0,40.817698,0.0,-73.89478,98.0,41874.0,41874.0
5814,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,81.0,121.0,100.0,40.724543,0.0,-74.000823,28.9,30500.0,30500.0
5815,QUEENS,15,,Whole Property,Multifamily Housing,No,True,No,,100.0,14.0,92.0,100.0,40.756663,0.0,-73.930805,104.4,61000.0,61000.0
5816,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,91.0,107.0,100.0,40.8305,0.0,-73.948374,69.0,62604.0,62604.0
5817,BRONX,15,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,97.0,93.0,100.0,40.867919,0.0,-73.895604,65.8,91973.0,91973.0
5818,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,62.67,93.0,34.0,81.34,40.793278,0.0,-73.967233,44.1,401335.0,374460.0
5819,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,70.0,50.0,89.0,100.0,40.713827,0.0,-73.834563,87.5,58864.0,58864.0
5820,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,,0.0,81.0,59.0,100.0,40.723369,0.0,-73.857961,74.1,115200.0,115200.0
5821,MANHATTAN,5,,Whole Property,Multifamily Housing,No,False,No,,100.0,99.0,2.0,100.0,40.780378,0.0,-73.953652,37.3,200533.0,200533.0
5822,QUEENS,25+,,Whole Property,Multifamily Housing,No,True,No,No,100.0,61.0,74.0,100.0,40.779991,0.0,-73.910413,87.4,45407.0,45407.0
5823,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,,101.0,100.0,40.715171,0.0,-73.953434,32.0,26100.0,26100.0
5824,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,,True,No,No,100.0,100.0,95.0,100.0,40.625938,0.0,-73.981624,15.0,56266.0,56266.0
5825,BROOKLYN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,Yes,90.0,49.0,12.0,100.0,40.683198,0.0,-73.972861,64.0,131000.0,119000.0
5826,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,61.0,100.0,40.601755,0.0,-73.995286,,136361.0,136361.0
5827,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,,True,No,No,90.0,100.0,58.0,100.0,40.588529,0.0,-73.958372,14.0,77556.0,77556.0
5828,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,No,No,50.0,82.0,101.0,50.0,40.797533,0.0,-73.970687,82.0,111000.0,102500.0
5829,QUEENS,20,,Whole Property,Multifamily Housing,No,True,No,,100.0,65.0,73.0,100.0,40.720921,0.0,-73.817857,68.7,31860.0,31860.0
