,Borough,number.of.energy.meters.cat,multifamily_pop_type,Metered.Areas.Energy,Property.Type,estimated_gas_usage,Occupancy100,estimated_electricity_usage,subsidized_housing,multifamily_cooled_area,energy_score,building_age,multifamily_heated_area,Latitude,green_electricity_percent,Longitude,energy_use,property_gfa,multifamily_gfa
5830,QUEENS,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,70.0,100.0,93.0,100.0,40.76195,0.0,-73.926497,18.0,58000.0,58000.0
5831,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,73.0,93.0,100.0,40.702487,0.0,-73.831983,90.8,43284.0,43284.0
5832,BRONX,5,,Whole Property,Multifamily Housing,No,True,No,,0.0,70.0,58.0,0.0,40.879813,0.0,-73.896862,87.0,121000.0,112530.0
5833,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,Yes,90.0,63.0,6.0,100.0,40.691078,0.0,-73.984383,64.1,91981.0,91981.0
5834,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,10.0,76.0,82.0,90.0,40.742299,0.0,-73.997196,76.1,141015.0,141015.0
5835,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,52.0,61.0,100.0,40.873032,0.0,-73.876259,77.3,58993.0,58993.0
5836,BROOKLYN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,79.0,63.0,100.0,40.631159,0.0,-73.969153,67.8,103450.0,103450.0
5837,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,71.0,57.0,100.0,40.643844,0.0,-73.94979,107.9,57456.0,57456.0
5838,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,53.0,60.0,100.0,40.760692,0.0,-73.821004,82.8,111062.0,111062.0
5839,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,88.0,90.0,100.0,40.60819,0.0,-73.981697,60.3,84000.0,84000.0
5840,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,42.0,96.0,100.0,40.608398,0.0,-73.957023,85.5,50400.0,50400.0
5841,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,49.0,96.0,100.0,40.639544,0.0,-73.979869,85.3,25920.0,25920.0
5842,BRONX,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,34.0,85.0,100.0,40.833496,0.0,-73.917098,99.9,72000.0,72000.0
5843,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,90.0,101.0,100.0,40.824597,0.0,-73.943168,84.0,58000.0,58000.0
5844,BRONX,15,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,80.0,58.0,94.0,100.0,40.861533,0.0,-73.909739,81.9,62287.0,62287.0
5845,BROOKLYN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,57.0,59.0,100.0,40.659576,0.0,-73.960577,72.1,257076.0,257076.0
5846,BRONX,5,,Whole Property,Multifamily Housing,No,True,No,,90.0,96.0,60.0,100.0,40.864448,0.0,-73.890957,50.8,97450.0,97450.0
5847,BRONX,20,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,94.0,100.0,40.872211,0.0,-73.889585,93.2,101650.0,93150.0
5848,BROOKLYN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,52.0,59.0,100.0,40.659126,0.0,-73.960552,71.1,346072.0,346072.0
5849,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,No,100.0,5.0,104.0,100.0,40.763206,0.0,-73.978547,120.1,53837.0,53837.0
5850,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,37.0,67.0,100.0,40.845403,0.0,-73.910777,97.7,85500.0,85500.0
5851,BRONX,15,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,83.0,100.0,40.834089,0.0,-73.918106,25.9,125276.0,120276.0
5852,BROOKLYN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,21.0,71.0,100.0,40.622952,0.0,-73.935897,104.5,84368.0,84368.0
5853,,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,86.0,111.0,90.0,,0.0,,66.8,60501.0,60501.0
5854,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,81.0,90.0,100.0,40.861059,0.0,-73.907686,59.7,81144.0,81144.0
5855,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,63.0,100.0,40.587065,0.0,-73.957019,,132451.0,132451.0
5856,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,94.0,35.0,100.0,40.74425,0.0,-73.993966,35.0,227295.0,196801.0
5857,BROOKLYN,10,,Whole Property,Multifamily Housing,No,True,No,No,100.0,40.0,106.0,100.0,40.703809,0.0,-73.990652,60.0,274516.0,262292.0
5858,BRONX,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,91.0,93.0,90.0,40.829199,0.0,-73.919583,57.2,86000.0,86000.0
5859,BRONX,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,94.0,85.0,90.0,40.823586,0.0,-73.927231,54.5,98438.0,98438.0
5860,QUEENS,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,83.0,84.0,100.0,40.739463,0.0,-73.92322,74.5,258500.0,258500.0
5861,BRONX,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,81.0,94.0,100.0,40.881864,0.0,-73.883587,69.0,68500.0,68500.0
5862,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,76.0,59.0,100.0,40.744226,0.0,-73.974583,66.3,151127.0,140000.0
5863,MANHATTAN,15,,Whole Property,Multifamily Housing,No,True,No,No,90.0,71.0,111.0,100.0,40.849298,0.0,-73.935853,89.2,60123.0,58403.0
5864,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,54.0,93.0,90.0,40.844016,0.0,-73.909456,88.8,49590.0,44390.0
5865,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,50.0,63.0,57.0,100.0,40.586363,0.0,-73.966233,93.2,51800.0,51800.0
5866,BROOKLYN,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,17.0,98.0,100.0,40.671186,0.0,-73.960332,95.9,110015.0,110015.0
5867,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,,False,No,No,90.0,100.0,111.0,90.0,40.775186,0.0,-73.955323,23.4,29000.0,29000.0
5868,QUEENS,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,70.0,90.0,100.0,40.764822,0.0,-73.913144,96.8,27620.0,27620.0
5869,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,65.0,79.0,100.0,40.618629,0.0,-73.969408,75.5,126000.0,126000.0
5870,BROOKLYN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,48.0,90.0,100.0,40.655119,0.0,-73.955004,83.3,69491.0,69491.0
5871,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,80.0,87.0,96.0,90.0,40.788067,0.0,-73.95408,60.5,118008.0,118008.0
5872,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,50.0,64.0,100.0,40.73407,0.0,-73.996983,97.9,79385.0,79385.0
5873,STATEN IS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,96.0,98.0,90.0,40.64095,0.0,-74.076785,54.4,75000.0,75000.0
5874,MANHATTAN,15,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,20.0,62.0,90.0,40.731808,0.0,-73.993473,82.8,215923.0,204580.0
5875,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,60.0,129.0,100.0,40.804667,0.0,-73.95383,42.8,87400.0,87400.0
5876,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,100.0,111.0,100.0,40.779182,0.0,-73.98711,19.6,43983.0,43983.0
5877,BRONX,15,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,33.0,58.0,100.0,40.836439,0.0,-73.817652,94.0,141020.0,141020.0
5878,BROOKLYN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,64.0,6.0,100.0,40.693089,0.0,-73.98175,54.3,265417.0,211937.0
5879,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,39.0,57.0,100.0,40.602223,0.0,-73.758048,90.8,81725.0,78600.0
5880,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,No,0.0,61.0,57.0,100.0,40.766752,0.0,-73.920192,81.1,68770.0,68770.0
5881,,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,49.0,91.0,100.0,,0.0,,88.5,53100.0,53100.0
5882,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,69.0,91.0,100.0,40.642946,0.0,-73.974038,80.9,89554.0,89554.0
5883,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,100.0,116.0,100.0,40.742743,0.0,-73.990401,15.7,74711.0,74711.0
5884,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,Yes,90.0,34.0,104.0,100.0,40.636125,,-74.010618,117.7,34600.0,34600.0
5885,BROOKLYN,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,51.0,83.0,100.0,40.627468,0.0,-73.972297,84.7,71500.0,71500.0
5886,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,1.0,90.0,100.0,40.857748,0.0,-73.869368,203.2,84000.0,84000.0
5887,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,50.0,83.0,70.0,40.752956,0.0,-73.971699,102.6,49914.0,49914.0
5888,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,78.0,86.0,100.0,40.603515,0.0,-73.992167,74.5,66875.0,61825.0
5889,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,80.0,100.0,100.0,40.672996,0.0,-73.963795,61.3,36352.0,36352.0
5890,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,79.0,91.0,90.0,40.63183,0.0,-73.957534,63.1,64170.0,64170.0
5891,,15,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,13.0,86.0,100.0,,0.0,,90.9,167846.0,167846.0
5892,BRONX,,,Whole Property,Multifamily Housing,No,True,No,No,70.0,79.0,91.0,100.0,40.82377,0.0,-73.889546,53.7,93600.0,93600.0
5893,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,40.0,71.0,90.0,40.77323,0.0,-73.966456,82.2,180607.0,175545.0
5894,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,,,90.0,100.0,61.0,90.0,40.746614,,-74.000242,3.4,403741.0,403741.0
5895,,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,80.0,1.0,101.0,90.0,,0.0,,279.8,145719.0,145719.0
5896,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,99.0,99.0,100.0,40.60871,0.0,-73.954145,65.5,66000.0,66000.0
5897,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,31.0,93.0,90.0,40.655647,0.0,-73.925807,91.0,39670.0,39670.0
5898,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,90.0,9.0,100.0,40.745225,0.0,-73.944279,56.5,143000.0,143000.0
5899,BROOKLYN,15,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,15.0,100.0,40.684739,0.0,-73.979178,,94870.0,76526.0
5900,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,91.0,65.0,100.0,40.79122,0.0,-73.969599,58.9,107243.0,107243.0
5901,QUEENS,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,56.0,100.0,40.666393,0.0,-73.849968,,212616.0,212616.0
5902,BRONX,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,56.0,96.0,100.0,40.864378,0.0,-73.902089,90.2,36000.0,36000.0
5903,BRONX,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,1.0,96.0,100.0,40.816396,0.0,-73.909732,208.9,28704.0,28704.0
5904,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,81.0,95.0,100.0,40.830324,0.0,-73.922266,72.0,73799.0,73799.0
5905,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,59.0,100.0,40.60484,0.0,-73.992484,,84192.0,84192.0
5906,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,36.0,100.0,40.695671,0.0,-73.994767,,57780.0,57780.0
5907,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,34.0,100.0,40.695745,0.0,-73.994973,,59154.0,59154.0
5908,,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,33.0,84.0,100.0,,0.0,,100.7,69336.0,69336.0
5909,BROOKLYN,10,,Whole Property,Multifamily Housing,No,True,No,No,100.0,65.0,14.0,100.0,40.577352,0.0,-73.957212,71.6,115687.0,115687.0
5910,BRONX,10,,Whole Property,Multifamily Housing,No,True,No,No,90.0,97.0,12.0,100.0,40.828264,0.0,-73.909054,58.8,117418.0,94338.0
5911,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,,90.0,52.0,89.0,100.0,40.745219,0.0,-73.923971,92.5,66714.0,66714.0
5912,BRONX,15,,Whole Property,Multifamily Housing,No,True,No,,100.0,85.0,96.0,100.0,40.84676,0.0,-73.892439,66.1,37106.0,37106.0
5913,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,100.0,92.0,100.0,40.867269,0.0,-73.893454,15.7,93000.0,93000.0
5914,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,65.0,95.0,100.0,40.869716,0.0,-73.891552,83.8,85314.0,85314.0
5915,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,51.0,81.0,100.0,40.842295,0.0,-73.916939,83.2,67410.0,67410.0
5916,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,83.0,5.0,100.0,40.740509,0.0,-73.996536,36.9,80000.0,80000.0
5917,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,54.0,19.0,100.0,40.759195,0.0,-73.995798,76.0,436327.0,374336.0
5918,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,79.0,59.0,100.0,40.577071,0.0,-73.956701,83.9,405000.0,405000.0
5919,MANHATTAN,15,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,70.0,39.0,13.0,70.0,40.753165,0.0,-74.00388,90.9,414624.0,382387.0
5920,BRONX,15,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,39.0,94.0,100.0,40.861014,0.0,-73.899093,82.2,90364.0,90364.0
5921,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,30.0,93.0,100.0,40.865525,0.0,-73.889672,80.5,83416.0,83416.0
5922,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,,111.0,100.0,40.713398,0.0,-73.951869,,56997.0,56997.0
5923,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,88.0,13.0,100.0,40.75613,0.0,-73.994319,49.7,144242.0,74700.0
5924,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,74.0,95.0,100.0,40.78399,0.0,-73.98366,61.1,65600.0,65600.0
5925,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,47.0,94.0,100.0,40.830692,0.0,-73.923057,77.7,90775.0,90775.0
5926,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,78.0,62.0,100.0,40.75402,0.0,-73.968461,83.0,62145.0,62145.0
5927,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,46.0,86.0,90.0,40.851882,0.0,-73.866784,98.0,84006.0,84006.0
5928,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,,34.0,100.0,40.782381,0.0,-73.976522,79.6,86765.0,83765.0
5929,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,96.0,97.0,100.0,40.747696,0.0,-73.981208,73.5,64725.0,64725.0
5930,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,8.0,23.0,100.0,40.734273,0.0,-74.006195,70.0,66073.0,66073.0
5931,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,85.0,90.0,100.0,40.759913,0.0,-73.966704,63.5,102468.0,101268.0
5932,QUEENS,,,Whole Property,Multifamily Housing,No,True,No,,90.0,21.0,93.0,100.0,40.744509,0.0,-73.917465,129.8,53840.0,53840.0
5933,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,17.0,17.0,100.0,40.646695,0.0,-73.953705,107.0,86310.0,86310.0
5934,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,84.0,89.0,100.0,40.704977,0.0,-73.832605,70.0,105882.0,105882.0
5935,BROOKLYN,10,,Whole Property,Multifamily Housing,No,True,No,,90.0,62.0,87.0,100.0,40.640287,0.0,-73.956696,80.5,63960.0,63960.0
5936,BROOKLYN,20,No specific resident population,Whole Property,Multifamily Housing,No,True,No,,0.0,29.0,45.0,0.0,40.661527,0.0,-73.910594,66.3,601803.0,601803.0
5937,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,,0.0,94.0,34.0,0.0,40.589521,0.0,-73.99083,68.5,75586.0,75586.0
5938,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,90.0,67.0,82.0,100.0,40.640791,0.0,-73.962404,78.0,84000.0,84000.0
5939,BROOKLYN,15,,Whole Property,Multifamily Housing,No,True,No,,90.0,4.0,90.0,100.0,40.706463,0.0,-73.919402,130.9,42200.0,42200.0
5940,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,90.0,57.0,91.0,100.0,40.646075,0.0,-73.96146,88.9,60494.0,60494.0
5941,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,,70.0,100.0,40.752309,0.0,-73.879858,,84543.0,84543.0
5942,STATEN IS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,8.0,48.0,100.0,40.616144,0.0,-74.079015,129.1,77730.0,77730.0
5943,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,92.0,71.0,100.0,40.751505,0.0,-73.887291,55.7,101650.0,101650.0
5944,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,,True,No,No,60.0,,70.0,100.0,40.727758,,-73.854069,,160000.0,150000.0
5945,BROOKLYN,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,80.0,83.0,100.0,40.603633,0.0,-73.966591,57.8,97744.0,97744.0
5946,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,80.0,99.0,101.0,90.0,40.797339,0.0,-73.972172,45.5,108358.0,108358.0
5947,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,,70.0,100.0,40.719178,0.0,-73.835917,,60106.0,60106.0
5948,QUEENS,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,34.0,84.0,90.0,40.750533,0.0,-73.892977,102.2,123600.0,123600.0
5949,BRONX,10,,Whole Property,Multifamily Housing,No,True,No,No,80.0,100.0,14.0,100.0,40.83213,0.0,-73.922213,53.0,92505.0,85005.0
5950,QUEENS,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,75.0,69.0,100.0,40.730944,0.0,-73.853192,82.3,137000.0,137000.0
5951,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,68.0,70.0,100.0,40.750922,0.0,-73.892828,79.6,194450.0,189450.0
5952,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,111.0,90.0,40.7806,0.0,-73.958176,55.3,74198.0,71048.0
5953,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,71.0,67.0,100.0,40.857361,0.0,-73.906704,78.9,65208.0,65208.0
5954,,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,88.0,83.0,100.0,,0.0,,62.6,106256.0,101086.0
5955,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,46.0,92.0,100.0,40.87607,0.0,-73.88589,93.0,66822.0,66822.0
5956,MANHATTAN,10,,Whole Property,Multifamily Housing,Yes,True,No,No,100.0,61.0,97.0,100.0,40.783257,0.0,-73.981967,74.7,172225.0,172225.0
5957,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,94.0,65.0,100.0,40.631653,0.0,-74.030667,66.2,39791.0,37041.0
5958,MANHATTAN,15,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,111.0,100.0,40.742595,0.0,-73.99786,30.7,26250.0,22850.0
5959,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,85.0,67.0,100.0,40.884793,0.0,-73.908308,61.5,112000.0,112000.0
5960,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,39.0,90.0,100.0,40.597591,0.0,-73.971574,75.7,34882.0,34882.0
5961,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,62.0,59.0,100.0,40.748235,0.0,-73.892587,84.7,162000.0,162000.0
5962,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,Yes,0.0,8.0,81.0,100.0,40.667286,0.0,-73.959905,131.1,361713.0,320000.0
5963,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,55.0,112.0,90.0,40.806535,0.0,-73.96723,68.0,102951.0,102951.0
5964,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,,90.0,,114.0,100.0,40.740205,0.0,-73.995854,78.5,27302.0,22242.0
